"Дата собеса","Компания","Вакансия","Вопрос","Тема","Ответ кандидата (как было)","Рекомендованный ответ (как нужно)","Комментарий / Ошибки","Уровень вопроса","Зарплата (USD/мес)","Результат собеседования","Ссылка на HR / контакт","Ссылка на вакансию","Ссылка на документ с полным собесом","Транскрипт"
"N/A","N/A","Middle/Senior C++ Developer","Для чего используется ключевое слово mutable? В каком контексте?","Python-специфика","Mutable использовал в контексте многопоточности. Mutable позволяет поле класса в константном методе изменять. Например mutable может быть mutex. Помню что с mutable есть пример с кэшами - что ты логически вариант класса не меняешь но тебе надо какое-то поле поменять которое логически не влияет на состояние класса.","Ключевое слово mutable позволяет изменять поле класса даже в const методах. Используется для полей которые не влияют на логическое состояние объекта (кэши, мьютексы, счетчики обращений). В многопоточности: mutable std::mutex чтобы можно было лочить в const методах. В кэшах: mutable поля для кэширования результатов вычислений. В лямбдах: [x]() mutable позволяет изменять захваченные по значению переменные внутри лямбды (без mutable ошибка компиляции).","Правильно назвал применение mutable для мьютексов и кэшей. Не вспомнил про лямбды (редкий кейс). Рекомендация: повторить примеры с mutable в лямбдах.","Средний (Django ORM)","N/A","неизвестно","","","","Mutable позволяет поле класса в константном методе изменять"
"N/A","N/A","Middle/Senior C++ Developer","Что делает ключевое слово inline?","Python-специфика","Inline будет осуществлять подстановку прямо в код например тела функции. Может быть у свободных функций и глобальных переменных. Смысл в том что компилятор будет подставлять. Если у тебя хедер для библиотеки делаешь свободные функции inline чтобы соблюсти ODR (one definition rule). Когда используешь функцию у тебя должно произойти смещение к адресу определения этой функции. Если этого не будет тогда у тебя этого смещения тоже не будет. Если постоянно придется смещаться а тут убрали это смещение то скорее всего станет быстрее работать.","Ключевое слово inline исторически (C++98) - подсказка компилятору встроить тело функции в место вызова избегая overhead вызова. Современное значение (C++17+): ODR позволяет иметь определение функции/переменной в нескольких единицах трансляции без нарушения ODR. Inline переменные (C++17): глобальные/статические переменные определенные в заголовке не дублируются. Методы класса определенные внутри класса неявно inline. Производительность: плюсы - устранение overhead вызова для малых функций в циклах, минусы - увеличение размера бинарника (code bloat). Современные компиляторы игнорируют inline как подсказку к встраиванию принимают решение сами (LTO, -finline-functions).","Понимает основную идею inline (встраивание для производительности, ODR) но путается в объяснении деталей. Правильно упомянул inline переменные (C++17). Интервьюер подсказал про устранение overhead вызова функции. Рекомендация: повторить ODR, inline переменные, современное поведение компиляторов.","Средний (Django ORM)","N/A","неизвестно","","","","Inline будет осуществлять подстановку в код тела функции"
"N/A","N/A","Middle/Senior C++ Developer","Какой способ обработки ошибок предпочитаешь: исключения или коды возврата? Плюсы и минусы?","Архитектура/Системы","Есть два подхода. На первой работе не было исключений так как работали с MISRA. Коды ошибок не нравились - конструируешь и был метод isValid постоянно спрашиваешь нормально ли сконструировалось. Есть прикольная штука result в C++23-26 похожая на optional - у тебя как optional но в качестве значения результат функции, если не прокатило то там будет валяться ошибка. Похоже на то что в Go есть - каждая функция возвращает результат плюс ошибка и проверяется постоянно. По дефолту работал бы через исключения так как легче. Но исключения тянут за собой полезную нагрузку в виде механизма раскрутки стека когда вылетает исключение.","Исключения vs коды возврата: Исключения - плюсы (чистый код без проверок, автоматическая раскрутка стека RAII, трудно игнорировать ошибки), минусы (overhead таблицы раскрутки производительность, сложность отладки, не подходят для embedded/realtime). Коды возврата - плюсы (предсказуемая производительность, явный контроль потока, подходят для embedded/критичных систем), минусы (засоряют код проверками, легко забыть проверить, сложно передавать контекст ошибки). std::expected/Result (C++23) - плюсы (явная обработка без исключений, типобезопасность, композируемость монадический стиль), минусы (требует C++23, более многословный код). Рекомендации: исключения для бизнес-логики где производительность не критична, коды возврата/std::expected для embedded realtime performance-critical кода, noexcept для функций которые не бросают исключения.","Знаком с обоими подходами, упомянул std::expected (C++23) и аналоги в других языках (Go, Rust). Понимает trade-offs. Предпочитает исключения по умолчанию но осознает накладные расходы. Рекомендация: углубить знания по std::expected, изучить best practices для embedded систем где исключения отключены.","Средний (Архитектура/Системы)","N/A","неизвестно","","","","По дефолту я бы через исключения работал просто потому что так легче"
"N/A","N/A","Middle/Senior C++ Developer","Что будет если кидать исключения в конструкторе и деструкторе класса? Какие рекомендации?","Python-специфика","Точно знаю что в деструкторах очень плохо кидать исключения. Лучше никогда не кидай исключения в деструкторах. Деструкторы по умолчанию помечены как noexcept но можно их разноэксептить через noexcept(false). Проблема в том что когда раскручивается стек вылетело исключение и какой-то объект в деструкторе тоже кидает исключение то будет UB непонятно что будет. Какое исключение долетит? Одно из исключений загасится не будет поймано. При этом вызывается abort. Про конструктор - там можно кидать исключения. Это тема про гарантии безопасности.","Исключения в деструкторах: Правило - никогда не бросайте исключения из деструкторов. Причина: если деструктор вызывается во время раскрутки стека из-за другого исключения и деструктор бросает исключение вызывается std::terminate() (аварийное завершение). Решение: ловить исключения внутри деструктора или логировать ошибки. Исключения в конструкторах: Можно бросать - стандартный способ сигнализировать о неудачном создании объекта. Важно: деструктор не вызывается для объекта чей конструктор не завершился. Утечки памяти: если в конструкторе выделена память (new) до исключения и деструктор не вызовется - утечка. Лучше использовать RAII (умные указатели). Exception Safety Guarantees: No-throw (noexcept), Strong guarantee (откат транзакции), Basic guarantee (корректное состояние), No guarantee (состояние не определено).","Правильно объяснил проблему с исключениями в деструкторах (двойное исключение → std::terminate()). Правильно сказал что в конструкторах можно бросать исключения. Не сразу вспомнил про утечки памяти в конструкторах но после подсказки дал верный ответ. Упомянул exception safety guarantees но путается в деталях. Рекомендация: повторить exception safety guarantees (Herb Sutter Exceptional C++), попрактиковаться с RAII.","Средний (Django ORM)","N/A","неизвестно","","","","Точно знаю что в деструкторах очень плохо кидать исключения"
"N/A","N/A","Middle/Senior C++ Developer","Какие типы умных указателей знаешь? Какие применял? Различия между ними?","Python-специфика","Самый первый был auto_ptr еще до C++11. Был до move семантики. Неприятная особенность в виде поверхностного копирования - деструктор освобождает память, если сделал копию например в цикле for перебираешь вектор с auto_ptr то на выходе обнаружишь что все удалились. Когда появилась move семантика появился unique_ptr с единоличным обладанием ресурсов. Идиома RAII - resource acquisition is initialization. Ты владеешь ресурсом, в конструкторе выделил в деструкторе освободил. Для unique_ptr можешь только мувить их, копировать нельзя как раз чтобы не было поверхностных копирований. Shared_ptr - совместное владение со счетчиком ссылок.","Умные указатели в C++: std::unique_ptr (единоличное владение запрещено копирование только move, основной выбор RAII), std::shared_ptr (совместное владение счетчик ссылок разрешено копирование для разделяемых ресурсов), std::weak_ptr (не владеет слабая ссылка на shared_ptr для разрыва циклических ссылок), std::auto_ptr (deprecated C++11 removed C++17 единоличное владение с поверхностным копированием не использовать). make_shared vs конструктор shared_ptr: конструктор две аллокации (контрольный блок + объект), make_shared одна аллокация (контрольный блок + объект в одном блоке). Проблема с make_shared: память под объект освобождается только когда счетчик сильных и слабых ссылок == 0, если остались weak_ptr память под объект не освободится хотя деструктор вызван.","Хорошо знаком с умными указателями, правильно объяснил различия unique_ptr, shared_ptr, auto_ptr (deprecated). Правильно описал разницу между конструктором shared_ptr и make_shared (одна vs две аллокации). Упомянул проблему с make_shared и weak_ptr. Не упомянул weak_ptr явно но знает о нем (упомянул счетчик слабых ссылок). Рекомендация: повторить weak_ptr и циклические ссылки.","Средний (Django ORM)","N/A","неизвестно","","","","Самый первый был автоптр еще до 11"
"N/A","N/A","Middle/Senior C++ Developer","Что такое виртуальные функции? Как они устроены? Для чего нужны?","Python-специфика","Виртуальные функции нужны для полиморфизма. Для меня это когда у тебя есть вектор от указателя на базовый класс а кладешь туда объекты которые являются дочерними от базового класса. Из-за этого появляются накладные расходы в виде того что появляются уровни косвенности, появляется виртуальная таблица (vtable), появляется неявное дополнительное поле с таблицей виртуальных методов (vptr). Примерно поверхностно знаю как это внутри устроено - есть смещения внутри памяти, когда конструируется объект он конструируется сначала базовый класс потом рядышком дочерний класс.","Виртуальные функции: Цель - полиморфизм (вызов методов производных классов через указатель/ссылку на базовый класс). Механизм: компилятор создает vtable (таблицу виртуальных функций) для каждого класса с виртуальными методами, каждый объект содержит скрытый указатель vptr на vtable своего класса, при вызове виртуальной функции происходит косвенный вызов через vptr → vtable → адрес функции. Накладные расходы: дополнительная память (vptr в каждом объекте vtable для каждого класса), косвенный вызов (медленнее прямого но незначительно). Важные детали: виртуальный деструктор обязателен в базовом классе если планируется удаление через указатель на базовый класс, override явно указывает что метод переопределяет виртуальную функцию (C++11), final запрещает дальнейшее переопределение (C++11). Когда привязывается vtable: vptr инициализируется в конструкторе класса, во время конструирования базового класса vptr указывает на vtable базового класса, во время конструирования производного класса vptr обновляется на vtable производного класса. Вызов виртуальной функции в конструкторе: в момент выполнения конструктора Base объект Derived еще не полностью сконструирован, vptr еще указывает на vtable Base.","Правильно объяснил цель виртуальных функций (полиморфизм), упомянул vtable и vptr, накладные расходы. Правильно ответил на вопрос про вызов виртуальной функции в конструкторе производного класса после подсказки. Не сразу вспомнил что vptr обновляется во время конструирования. Рекомендация: повторить детали работы vtable, pure virtual functions, virtual inheritance.","Средний (Django ORM)","N/A","неизвестно","","","","Виртуальные функции нужны для фишек полиморфизма"
"N/A","N/A","Middle/Senior C++ Developer","Что будет если вызвать чистую виртуальную функцию в конструкторе базового класса?","Python-специфика","Вообще-то так можно? Можно обмануть компилятора и вызвать но получишь аборт. Если без хитрости попытаешься вызвать чистую виртуальную в базу то не скомпилируется. Можно ее пропихнуть в вызов другого метода.","Вызов чистой виртуальной функции в конструкторе: Прямой вызов - компилятор не даст вызвать чистую виртуальную функцию напрямую в конструкторе базового класса (ошибка компиляции). Косвенный вызов - можно обмануть компилятор вызвав через другой метод. Почему ошибка: в момент выполнения конструктора Base vptr указывает на vtable Base, в vtable Base для чистой виртуальной функции стоит специальный адрес вызов которого приводит к std::terminate(). Решение: не вызывайте виртуальные функции в конструкторах, используйте паттерн Two-Phase Initialization (отдельный метод init() после конструирования).","Правильно ответил: прямой вызов не компилируется, косвенный вызов приводит к аборту. Понимает механизм. Рекомендация: повторить best practices (не вызывать виртуальные функции в конструкторах).","Продвинутый (Архитектура)","N/A","неизвестно","","","","Можно обмануть компилятора и вызвать но получишь аборт"
"N/A","N/A","Middle/Senior C++ Developer","Может ли шаблонный метод быть виртуальным или наоборот?","Python-специфика","Нет не может. Связано с концепциями на каком этапе кто работает. Виртуальные функции работают в runtime всегда только в момент вызова. А template на этапе инстанцирования. Все что связано с шаблонами работает на этапе компиляции. Получается эти две идиомы несовместимы между собой по крайней мере с текущей реализацией виртуальных функций и шаблонов.","Почему шаблонные методы не могут быть виртуальными: Шаблоны инстанцируются на этапе компиляции компилятор генерирует отдельную функцию для каждого типа. Виртуальные функции разрешаются на этапе выполнения (runtime) через vtable. Конфликт: для создания vtable компилятор должен знать все виртуальные функции на этапе компиляции но для шаблонов компилятор не может заранее знать все типы с которыми будет вызван метод. Почему невозможно: сколько слотов выделить в vtable (компилятор не знает сколько типов будет использовано), как определить адрес функции в vtable если функция еще не инстанцирована. Обходные пути: Type Erasure (std::any, std::variant или собственные обертки), виртуальный метод + шаблонная реализация.","Правильно объяснил причину: шаблоны работают на этапе компиляции, виртуальные функции на этапе выполнения. Понимает фундаментальный конфликт. Рекомендация: изучить type erasure и паттерны обхода ограничения.","Продвинутый (Архитектура)","N/A","неизвестно","","","","Виртуальные функции работают в рантайме а template на этапе компиляции"
"N/A","N/A","Middle/Senior C++ Developer","Почему в Qt можно передавать классы по значению без накладных расходов?","Python-специфика","Есть несколько предположений. Их контейнеры ссылочные. Объекты являются ссылочными. То что на самом деле они хранят ссылку на объект. Это указатель на объект где они его создали и когда ты копируешь на самом деле копируется вот этот указатель на объект.","Copy-on-Write (CoW) / Implicitly Shared: Идея - объекты разделяют общие данные через указатель до момента модификации, при попытке изменения создается копия данных. Преимущества: дешевое копирование (копируется только указатель), экономия памяти (один ресурс для нескольких объектов). Недостатки: overhead при модификации (нужно проверить счетчик ссылок и скопировать данные), потокобезопасность (счетчик ссылок должен быть атомарным). Почему это было в std::string (до C++11): оптимизация для сценариев с частым копированием и редким изменением, убрано в C++11 из-за проблем с многопоточностью и move-семантикой. Qt: многие классы (QString, QVector, QImage) используют implicitly shared (CoW), можно передавать по значению без накладных расходов (копируется только указатель).","Правильно догадался что копируется указатель на данные. После подсказки интервьюера объяснил идею CoW. Рекомендация: изучить детали реализации CoW, понять почему это было убрано из std::string.","Продвинутый (Архитектура)","N/A","неизвестно","","","","То что они хранят ссылку на объект и когда копируешь копируется указатель"
"N/A","N/A","Middle/Senior C++ Developer","Code Review: передача по значению вместо по ссылке","Python-специфика","Вижу что по значению передается вектор стрингов. По ссылке можно его передавать чтобы не копировать лишний раз.","Передача по значению вместо по ссылке: void foo(std::vector<std::string> data) {} плохо (копирование), void foo(const std::vector<std::string>& data) {} хорошо. Для больших объектов и контейнеров всегда передавать по константной ссылке если не требуется модификация или владение.","Правильно нашел проблему передачи по значению. Предложил корректное исправление (передача по константной ссылке). Отличный результат.","Средний (Django ORM)","N/A","неизвестно","","","","По значению вектор стрингов передается по ссылке можно"
"N/A","N/A","Middle/Senior C++ Developer","Code Review: отсутствие проверки на пустой контейнер","Python-специфика","Элемент 0 первый элемент. А если его нет то тут ничего нет. Проверка надо добавить да?","Отсутствие проверок: std::string first = data[0]; что если data пустой? if (!data.empty()) { std::string first = data[0]; } хорошо. Всегда проверять границы контейнера перед доступом по индексу или использовать at() который бросает исключение.","Правильно нашел проблему отсутствия проверки на пустой контейнер. Предложил добавить проверку. Отличный результат.","Средний (Django ORM)","N/A","неизвестно","","","","Если вектор пустой то проблема проверку надо добавить"
"N/A","N/A","Middle/Senior C++ Developer","Code Review: незахваченная переменная в лямбде","Python-специфика","Функция какая-то. Элемент сайз больше red. А red мы не захватили. Откуда он берет его? Ссылку на red надо докинуть.","Незахваченные переменные в лямбдах: auto lambda = [](int x) { return x + red; }; ошибка (red не захвачен), auto lambda = [&red](int x) { return x + red; }; хорошо. Всегда явно захватывать используемые внешние переменные в capture list лямбды.","Правильно нашел проблему незахваченной переменной. Предложил корректное исправление (захват по ссылке). Отличный результат.","Средний (Django ORM)","N/A","неизвестно","","","","Red мы не захватили ссылку на red надо докинуть"
"N/A","N/A","Middle/Senior C++ Developer","Code Review: копирование в range-based for","Python-специфика","Снова тут копируется. Тут надо по ссылке наверное брать. Либо ссылку либо это сделать string_view.","Копирование в range-based for: for (auto item : container) {} копирование, for (const auto& item : container) {} хорошо. Для избежания ненужного копирования всегда использовать константную ссылку в range-based for если не требуется модификация или владение.","Правильно нашел проблему копирования в цикле. Предложил два корректных исправления (константная ссылка или string_view). Отличный результат.","Средний (Django ORM)","N/A","неизвестно","","","","Тут копируется надо по ссылке брать"
"N/A","N/A","Middle/Senior C++ Developer","Code Review: возврат ссылки на локальную переменную","Python-специфика","Мы возвращаем ссылку на стрингу а эта стринга у нас в нашем скопе родилась поэтому когда будем из скопа она сдохнет и у нас будет висящая ссылка. Убрать ссылочность возвращать по значению должно сработать с NRVO (named return value optimization) - не будет лишних копирований перемещений присваиваний он сразу.","Возврат ссылки на локальную переменную: const std::string& foo() { std::string result = Hello; return result; } висящая ссылка! std::string foo() { std::string result = Hello; return result; } OK (NRVO/move). Никогда не возвращать ссылку или указатель на локальную переменную. Возвращать по значению компилятор оптимизирует через NRVO или move семантику.","Правильно нашел проблему висящей ссылки. Правильно предложил исправление (возврат по значению). Упомянул NRVO (Named Return Value Optimization). Отличный результат.","Средний (Django ORM)","N/A","неизвестно","","","","Возвращаем ссылку на стрингу которая в скопе родилась будет висящая ссылка"
"N/A","N/A","Middle/Senior C++ Developer","Что такое std::is_same? Для чего используется?","Python-специфика","Это шаблонная магия похоже на is_same. Это прям она и есть.","std::is_same (C++11): Назначение - проверка являются ли два типа одинаковыми на этапе компиляции. Практическое применение: SFINAE (Substitution Failure Is Not An Error) с std::enable_if, концепты (C++20), проверка типов в generic коде с if constexpr.","Сразу узнал std::is_same. Понимает что это шаблонная метапрограммирование. Рекомендация: изучить SFINAE, std::enable_if, концепты (C++20).","Продвинутый (Архитектура)","N/A","неизвестно","","","","Это шаблонная магия на Исэйм похоже"
"N/A","N/A","Middle/Senior C++ Developer","Что такое CRTP (Curiously Recurring Template Pattern)?","Python-специфика","Да то что мы указали в качестве параметра шаблона сам класс это CRTP согласен. Это runtime полиморфизм без виртуальной функции а это статический полиморфизм. У тебя все на этапе компиляции разруливается.","CRTP (Curiously Recurring Template Pattern): Идея - класс наследуется от шаблонного базового класса передавая себя в качестве параметра шаблона. Преимущества: статический полиморфизм (разрешение на этапе компиляции без vtable), производительность (нет накладных расходов виртуальных функций возможна инлайн-оптимизация). Недостатки: нельзя хранить в контейнере std::vector<Base*> (разные типы), более сложный код. Применение: миксины (добавление функциональности через наследование), оптимизация производительности (замена виртуальных функций).","Правильно определил CRTP и объяснил что это статический полиморфизм (компиляционный). Понимает разницу с runtime полиморфизмом. Рекомендация: изучить практические примеры CRTP (миксины библиотека Boost).","Продвинутый (Архитектура)","N/A","неизвестно","","","","Это статический полиморфизм все на этапе компиляции"
